site_nr,plot_nr,date,site_cat,plot_rep,avg_height,sp_common,sp_latin,sp_comments,sp_group
33,99,19/8/22,5S,3,7.4,dwarf birch,Betula nana,,shrub
33,99,19/8/22,5S,3,7.4,highland rush,Juncus trifidus,,grass
33,99,19/8/22,5S,3,7.4,Bigelow's sedge,Carex bigelowii,,grass
33,99,19/8/22,5S,3,7.4,reindeer lichen ,Cladonia rangiferina,,lichen
33,99,19/8/22,5S,3,7.4,purple mountain heather,Phyllodoce caerulea,,shrub
33,99,19/8/22,5S,3,7.4,common haircap moss,Polytrichum commune,,moss
33,99,19/8/22,5S,3,7.4,lingonberry,Vaccinium vitis-idaea,,shrub
33,99,19/8/22,5S,3,7.4,broom forkmoss,Dicranum scoparium,,moss
33,99,19/8/22,5S,3,7.4,blueberry,Vaccinium myrtillus,,shrub
33,99,19/8/22,5S,3,7.4,alpine clubmoss,Lycopodium alpinum,,herb
33,99,19/8/22,5S,3,7.4,tussock grass,Deschampsia cespitosa,,grass
33,99,19/8/22,5S,3,7.4,snow lichen,Stereocaulon sp.,,lichen
33,99,19/8/22,5S,3,7.4,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
33,99,19/8/22,5S,3,7.4,arctic haircap moss,Polytrichum hyperboreum,,moss
33,99,19/8/22,5S,3,7.4,lesser sulphur cup lichen,Cladonia deformis,,lichen
33,99,19/8/22,5S,3,7.4,crinkled snow lichen,Flavocetraria nivalis ,,lichen
34,100,19/8/22,4S,1,4.1,blueberry,Vaccinium myrtillus,,shrub
34,100,19/8/22,4S,1,4.1,crowberry,Empetrum nigrum ssp. hermaphroditum,,shrub
34,100,19/8/22,4S,1,4.1,reindeer lichen ,Cladonia rangiferina,,lichen
34,100,19/8/22,4S,1,4.1,snow lichen,Stereocaulon sp.,,lichen
34,100,19/8/22,4S,1,4.1,broom forkmoss,Dicranum scoparium,,moss
34,100,19/8/22,4S,1,4.1,bog bilberry,Vaccinium uliginosum,,shrub
34,100,19/8/22,4S,1,4.1,highland rush,Juncus trifidus,,grass
34,100,19/8/22,4S,1,4.1,Bigelow's sedge,Carex bigelowii,,grass
34,100,19/8/22,4S,1,4.1,wavy hair-grass,Deschampsia flexuosa,,grass
34,100,19/8/22,4S,1,4.1,lingonberry,Vaccinium vitis-idaea,,shrub
34,100,19/8/22,4S,1,4.1,common haircap moss,Polytrichum commune,,moss
34,100,19/8/22,4S,1,4.1,goldenrod,Solidago virgaurea ssp. lapponica,,herb
34,100,19/8/22,4S,1,4.1,arctic haircap moss,Polytrichum hyperboreum,,moss
34,100,19/8/22,4S,1,4.1,hawkweed,Pilocella sp. ,,herb
34,100,19/8/22,4S,1,4.1,,Tritomaria quinquedentata,,moss
34,100,19/8/22,4S,1,4.1,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
34,100,19/8/22,4S,1,4.1,pebbled cup lichen,Cladonia pyxidata,"very broad trumpets, more white too",lichen
34,101,19/8/22,4S,2,5.8,snow lichen,Stereocaulon sp.,,lichen
34,101,19/8/22,4S,2,5.8,reindeer lichen ,Cladonia rangiferina,,lichen
34,101,19/8/22,4S,2,5.8,blueberry,Vaccinium myrtillus,,shrub
34,101,19/8/22,4S,2,5.8,bog bilberry,Vaccinium uliginosum,,shrub
34,101,19/8/22,4S,2,5.8,alpine clubmoss,Lycopodium alpinum,,herb
34,101,19/8/22,4S,2,5.8,dwarf willow,Salix herbacea,,shrub
34,101,19/8/22,4S,2,5.8,Bigelow's sedge,Carex bigelowii,,grass
34,101,19/8/22,4S,2,5.8,highland rush,Juncus trifidus,,grass
34,101,19/8/22,4S,2,5.8,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
34,101,19/8/22,4S,2,5.8,finger cup lichen,Cladonia digitata,,lichen
34,101,19/8/22,4S,2,5.8,hawkweed,Pilocella sp. ,,herb
34,101,19/8/22,4S,2,5.8,lingonberry,Vaccinium vitis-idaea,,shrub
34,101,19/8/22,4S,2,5.8,wavy hair-grass,Deschampsia flexuosa,,grass
34,101,19/8/22,4S,2,5.8,pebbled cup lichen,Cladonia pyxidata,wide whiter trumpets but no red growths visible,lichen
34,101,19/8/22,4S,2,5.8,broom forkmoss,Dicranum scoparium,,moss
34,101,19/8/22,4S,2,5.8,,Tritomaria quinquedentata,,moss
34,102,19/8/22,4S,3,7.1,highland rush,Juncus trifidus,,grass
34,102,19/8/22,4S,3,7.1,blueberry,Vaccinium myrtillus,,shrub
34,102,19/8/22,4S,3,7.1,purple mountain heather,Phyllodoce caerulea,,shrub
34,102,19/8/22,4S,3,7.1,lingonberry,Vaccinium vitis-idaea,,shrub
34,102,19/8/22,4S,3,7.1,reindeer lichen ,Cladonia rangiferina,,lichen
34,102,19/8/22,4S,3,7.1,broom forkmoss,Dicranum scoparium,,moss
34,102,19/8/22,4S,3,7.1,toy soldiers cup lichen,Cladonia bellidiflora,,lichen
34,102,19/8/22,4S,3,7.1,pebbled cup lichen,Cladonia pyxidata,,lichen
34,102,19/8/22,4S,3,7.1,snow lichen,Stereocaulon sp.,,lichen
34,102,19/8/22,4S,3,7.1,arctic saucer lichen,Ochrolechia frigida,"orange O nodes, see photo, bubbly in areas too",lichen
